Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63759431,01/13/2025 07:27:58 PM,01/14/2025 02:40:55 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11419,107-06 120 STREET,120 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,120 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/14/2025 06:38:57 AM,10 QUEENS,4095990014,QUEENS,1033572,188614,PHONE,Unspecified,QUEENS,,,,,,,,40.68424121007729,-73.82216448808597,"(40.68424121007729, -73.82216448808597)"
63746365,01/13/2025 02:05:43 PM,01/14/2025 03:34:24 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11230,1815 AVENUE M,AVENUE M,BAY AVENUE,EAST   19 STREET,BAY AVENUE,EAST   19 STREET,ADDRESS,BROOKLYN,AVENUE M,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,01/14/2025 07:33:36 AM,14 BROOKLYN,3067380049,BROOKLYN,996277,164574,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61838589876082,-73.95667823379877,"(40.61838589876082, -73.95667823379877)"
63752304,01/13/2025 12:58:41 PM,01/13/2025 02:17:24 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11220,3 AVENUE,3 AVENUE,3 AVENUE,47 STREET,3 AVENUE,47 STREET,INTERSECTION,,,,Closed,,"The Department of Sanitation (DSNY) investigated and addressed the issue. If the problem still exists, please file a new complaint.",01/13/2025 02:17:24 PM,07 BROOKLYN,,BROOKLYN,980689,175856,PHONE,Unspecified,BROOKLYN,,,,,,,,40.649360041343826,-74.01283282803469,"(40.649360041343826, -74.01283282803469)"
63757625,01/13/2025 10:44:33 AM,01/16/2025 03:51:39 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11206,164 HART STREET,HART STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,HART STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/14/2025 11:08:18 PM,03 BROOKLYN,3017720019,BROOKLYN,999530,191981,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69360707887696,-73.94489869342007,"(40.69360707887696, -73.94489869342007)"
63755949,01/13/2025 07:11:19 AM,01/13/2025 08:24:11 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10036,609 9 AVENUE,9 AVENUE,WEST   43 STREET,WEST   44 STREET,WEST   43 STREET,WEST   44 STREET,ADDRESS,NEW YORK,9 AVENUE,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/13/2025 07:11:27 AM,04 MANHATTAN,1010530029,MANHATTAN,986466,215914,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75931025087965,-73.99200098606264,"(40.75931025087965, -73.99200098606264)"
63749059,01/13/2025 07:09:26 AM,,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10036,151 WEST   46 STREET,WEST   46 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   46 STREET,,In Progress,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/13/2025 07:09:31 AM,05 MANHATTAN,1009990009,MANHATTAN,988775,215436,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75799738292492,-73.98366659530167,"(40.75799738292492, -73.98366659530167)"
63750578,01/13/2025 07:08:03 AM,01/16/2025 03:22:55 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,575 7 AVENUE,7 AVENUE,WEST   40 STREET,WEST   41 STREET,WEST   40 STREET,WEST   41 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/13/2025 10:17:57 PM,05 MANHATTAN,1009930055,MANHATTAN,987686,214396,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.755143338346564,-73.98759797263341,"(40.755143338346564, -73.98759797263341)"
63755961,01/13/2025 07:06:24 AM,01/16/2025 03:20:43 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10001,56 WEST   35 STREET,WEST   35 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   35 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/13/2025 10:53:18 AM,05 MANHATTAN,1008360010,MANHATTAN,988130,212485,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74989794381453,-73.98599648506749,"(40.74989794381453, -73.98599648506749)"
63755855,01/13/2025 07:05:43 AM,01/13/2025 08:28:22 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10001,132 WEST   31 STREET,WEST   31 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   31 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/13/2025 07:05:50 AM,05 MANHATTAN,1008060058,MANHATTAN,986953,211919,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74834485455643,-73.9902446859932,"(40.74834485455643, -73.9902446859932)"
63746330,01/13/2025 07:02:03 AM,01/13/2025 07:21:53 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,244 MULBERRY STREET,MULBERRY STREET,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,ADDRESS,NEW YORK,MULBERRY STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/13/2025 07:02:08 AM,02 MANHATTAN,1004940015,MANHATTAN,985402,202680,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.722986417689576,-73.99584393430578,"(40.722986417689576, -73.99584393430578)"
63746339,01/13/2025 06:57:52 AM,01/14/2025 06:55:22 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,198 MOTT STREET,MOTT STREET,KENMARE STREET,SPRING STREET,KENMARE STREET,SPRING STREET,ADDRESS,NEW YORK,MOTT STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/14/2025 06:55:22 AM,02 MANHATTAN,1004790009,MANHATTAN,985470,202048,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72125172130695,-73.99559872554451,"(40.72125172130695, -73.99559872554451)"
63750702,01/13/2025 06:56:34 AM,01/14/2025 06:55:01 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,151 ELIZABETH STREET,ELIZABETH STREET,BROOME STREET,KENMARE STREET,BROOME STREET,KENMARE STREET,ADDRESS,NEW YORK,ELIZABETH STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/14/2025 06:55:01 AM,02 MANHATTAN,1004790031,MANHATTAN,985612,201722,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.720356909209585,-73.9950865120281,"(40.720356909209585, -73.9950865120281)"
63750457,01/13/2025 06:56:11 AM,01/13/2025 07:21:41 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,15 PRINCE STREET,PRINCE STREET,BOWERY,ELIZABETH STREET,BOWERY,ELIZABETH STREET,ADDRESS,NEW YORK,PRINCE STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/13/2025 06:56:18 AM,02 MANHATTAN,1005070001,MANHATTAN,985907,202568,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72267892460804,-73.99402207544797,"(40.72267892460804, -73.99402207544797)"
63755778,01/13/2025 06:52:10 AM,01/14/2025 06:58:57 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,292 LAFAYETTE STREET,LAFAYETTE STREET,JERSEY STREET,EAST HOUSTON STREET,JERSEY STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/14/2025 06:58:57 AM,02 MANHATTAN,1005100037,MANHATTAN,985409,203231,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72449877828437,-73.99581858554575,"(40.72449877828437, -73.99581858554575)"
63759430,01/13/2025 06:51:52 AM,01/13/2025 07:21:24 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,14 WEST    4 STREET,WEST    4 STREET,BROADWAY,MERCER STREET,BROADWAY,MERCER STREET,ADDRESS,NEW YORK,WEST    4 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/13/2025 06:52:00 AM,02 MANHATTAN,1005357501,MANHATTAN,985651,204778,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.728744881810385,-73.99494518125694,"(40.728744881810385, -73.99494518125694)"
63746323,01/13/2025 06:50:30 AM,01/13/2025 02:59:13 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,208 MERCER STREET,MERCER STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,MERCER STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/13/2025 09:54:10 AM,02 MANHATTAN,1005230038,MANHATTAN,985144,204061,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.726776957365715,-73.99677453639771,"(40.726776957365715, -73.99677453639771)"
63739111,01/12/2025 10:49:57 PM,01/13/2025 03:53:05 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11249,117 SOUTH    4 STREET,SOUTH    4 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    4 STREET,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,01/13/2025 07:36:57 AM,01 BROOKLYN,3024300029,BROOKLYN,994369,198723,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71211969078851,-73.96349967554994,"(40.71211969078851, -73.96349967554994)"
63734851,01/12/2025 06:08:32 PM,01/13/2025 11:37:07 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11215,200 PROSPECT PARK WEST,PROSPECT PARK WEST,15 STREET,,15 STREET,,ADDRESS,BROOKLYN,PROSPECT PARK WEST,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,01/13/2025 10:16:20 AM,07 BROOKLYN,3011050036,BROOKLYN,989734,180090,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6609804629232,-73.98023378581867,"(40.6609804629232, -73.98023378581867)"
63745003,01/12/2025 02:05:35 PM,01/16/2025 01:32:28 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11434,118-14 153 STREET,153 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,JAMAICA,153 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/13/2025 12:47:37 PM,12 QUEENS,4122060027,QUEENS,1042655,187266,ONLINE,Unspecified,QUEENS,,,,,,,,40.680485994033795,-73.78942660331649,"(40.680485994033795, -73.78942660331649)"
63739095,01/12/2025 01:07:13 PM,01/14/2025 04:58:44 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10032,655 WEST  160 STREET,WEST  160 STREET,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  160 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/13/2025 04:34:33 AM,12 MANHATTAN,1021360098,MANHATTAN,999307,244152,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83680331008733,-73.94558598899529,"(40.83680331008733, -73.94558598899529)"
63745034,01/12/2025 12:41:33 PM,01/18/2025 01:45:47 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11238,342 FRANKLIN AVENUE,FRANKLIN AVENUE,GREENE AVENUE,LEXINGTON AVENUE,GREENE AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,01/13/2025 12:10:07 PM,03 BROOKLYN,3019670043,BROOKLYN,996193,189727,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68742550123028,-73.95693626433106,"(40.68742550123028, -73.95693626433106)"
63745004,01/12/2025 10:39:24 AM,01/18/2025 01:45:52 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11216,101 JEFFERSON AVENUE,JEFFERSON AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,01/13/2025 12:06:47 PM,03 BROOKLYN,3018270002,BROOKLYN,997303,188100,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68295819133259,-73.9529370100041,"(40.68295819133259, -73.9529370100041)"
63737722,01/12/2025 10:19:51 AM,01/15/2025 02:39:46 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11221,340 EVERGREEN AVENUE,EVERGREEN AVENUE,HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ADDRESS,BROOKLYN,EVERGREEN AVENUE,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/13/2025 01:45:29 PM,04 BROOKLYN,3032740002,BROOKLYN,1005094,192402,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69475127041971,-73.92483302291973,"(40.69475127041971, -73.92483302291973)"
63724062,01/11/2025 11:39:52 PM,01/13/2025 07:24:41 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10014,74 7 AVENUE SOUTH,7 AVENUE SOUTH,COMMERCE STREET,BLEECKER STREET,COMMERCE STREET,BLEECKER STREET,ADDRESS,NEW YORK,7 AVENUE SOUTH,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/11/2025 11:40:01 PM,02 MANHATTAN,1005870056,MANHATTAN,983227,205994,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.732082555964176,-74.00369117672027,"(40.732082555964176, -74.00369117672027)"
63730552,01/11/2025 04:54:10 PM,01/13/2025 03:28:20 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11361,202-10 NORTHERN BOULEVARD,NORTHERN BOULEVARD,202 STREET,203 STREET,202 STREET,203 STREET,ADDRESS,BAYSIDE,NORTHERN BOULEVARD,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/11/2025 10:52:07 PM,11 QUEENS,4055240050,QUEENS,1044962,215364,ONLINE,Unspecified,QUEENS,,,,,,,,40.757592476466485,-73.78085554326397,"(40.757592476466485, -73.78085554326397)"
63733393,01/11/2025 12:58:44 PM,01/15/2025 02:06:01 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11201,79 WASHINGTON STREET,WASHINGTON STREET,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,01/11/2025 04:50:44 PM,02 BROOKLYN,3000510001,BROOKLYN,987121,195039,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70201330169006,-73.98964556355686,"(40.70201330169006, -73.98964556355686)"
63729022,01/11/2025 09:11:20 AM,01/13/2025 02:40:02 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10040,620 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  187 STREET,WEST  190 STREET,WEST  187 STREET,WEST  190 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,01/11/2025 11:50:08 AM,12 MANHATTAN,1021800350,MANHATTAN,1001748,250954,PHONE,Unspecified,MANHATTAN,,,,,,,,40.85546829592331,-73.9367467898637,"(40.85546829592331, -73.9367467898637)"
63721081,01/10/2025 11:01:15 PM,01/16/2025 03:50:18 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11222,15 ANTHONY STREET,ANTHONY STREET,MORGAN AVENUE,VANDERVOORT AVENUE,MORGAN AVENUE,VANDERVOORT AVENUE,ADDRESS,BROOKLYN,ANTHONY STREET,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,01/15/2025 02:39:51 PM,01 BROOKLYN,3028100037,BROOKLYN,1001345,202709,PHONE,Unspecified,BROOKLYN,,,,,,,,40.72304957287824,-73.9383263748144,"(40.72304957287824, -73.9383263748144)"
63721052,01/10/2025 05:00:50 PM,01/13/2025 12:07:25 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11385,72-66 COOPER AVENUE,COOPER AVENUE,72 PLACE,73 STREET,72 PLACE,73 STREET,ADDRESS,RIDGEWOOD,COOPER AVENUE,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/11/2025 10:21:34 AM,05 QUEENS,,QUEENS,1018225,195699,ONLINE,Unspecified,QUEENS,,,,,,,,40.70376008835247,-73.87746384185579,"(40.70376008835247, -73.87746384185579)"
63713052,01/10/2025 04:45:33 PM,01/17/2025 04:44:12 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11209,402 85 STREET,85 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,85 STREET,,Closed,,"The Department of Sanitation (DSNY) found an open Service Request already exists for the same location.  DSNY's system can't accept more than one complaint per address at a time. Your Service Request has been closed. DSNY will address the original request.  If you filed the original request, you can get the status with your Service Request number at nyc.gov/311 or by calling 311.  If you didn't file it, you can get the status by calling DSNY at (212) 291-1220.",01/11/2025 09:42:13 AM,10 BROOKLYN,3060350006,BROOKLYN,976573,166374,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6233313604305,-74.0276549292136,"(40.6233313604305, -74.0276549292136)"
63708891,01/10/2025 12:58:35 PM,01/16/2025 01:32:22 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11434,114-90 177 STREET,177 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,JAMAICA,177 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/11/2025 12:34:43 PM,12 QUEENS,4123990322,QUEENS,1047404,191552,ONLINE,Unspecified,QUEENS,,,,,,,,40.69221743472575,-73.77226445816417,"(40.69221743472575, -73.77226445816417)"
63719070,01/10/2025 11:31:41 AM,01/15/2025 02:39:17 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11221,15 GOODWIN PLACE,GOODWIN PLACE,GREENE AVENUE,GROVE STREET,GREENE AVENUE,GROVE STREET,ADDRESS,BROOKLYN,GOODWIN PLACE,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,01/10/2025 10:32:04 PM,04 BROOKLYN,3032940067,BROOKLYN,1005249,191350,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69186340843609,-73.92427734649368,"(40.69186340843609, -73.92427734649368)"
63715091,01/10/2025 10:46:56 AM,01/13/2025 08:21:32 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10036,401 WEST   48 STREET,WEST   48 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   48 STREET,,Closed,,The Department of Sanitation (DSNY) spoke with the business about proper procedures and best practices.,01/11/2025 05:35:44 AM,04 MANHATTAN,1010580029,MANHATTAN,986959,217038,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76239520508322,-73.99022096911712,"(40.76239520508322, -73.99022096911712)"
63721082,01/10/2025 08:46:08 AM,01/13/2025 06:07:55 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10002,4 CLINTON STREET,CLINTON STREET,AVENUE B,STANTON STREET,AVENUE B,STANTON STREET,ADDRESS,NEW YORK,CLINTON STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/10/2025 08:46:14 AM,03 MANHATTAN,1003500051,MANHATTAN,988692,202017,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72116560269657,-73.98397505248397,"(40.72116560269657, -73.98397505248397)"
63717068,01/10/2025 08:06:45 AM,01/13/2025 07:22:21 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,190 MERCER STREET,MERCER STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,MERCER STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/10/2025 08:06:51 AM,02 MANHATTAN,1005230047,MANHATTAN,985043,203904,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72634604019805,-73.99713895291138,"(40.72634604019805, -73.99713895291138)"
63715087,01/10/2025 08:04:40 AM,01/10/2025 02:29:58 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,208 MERCER STREET,MERCER STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,MERCER STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/10/2025 02:29:57 PM,02 MANHATTAN,1005230038,MANHATTAN,985144,204061,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.726776957365715,-73.99677453639771,"(40.726776957365715, -73.99677453639771)"
63715101,01/10/2025 08:00:09 AM,01/10/2025 11:20:48 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,130 PRINCE STREET,PRINCE STREET,WOOSTER STREET,WEST BROADWAY,WOOSTER STREET,WEST BROADWAY,ADDRESS,NEW YORK,PRINCE STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/10/2025 11:20:47 AM,02 MANHATTAN,1005010015,MANHATTAN,984170,203583,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72546500840811,-74.00028862640747,"(40.72546500840811, -74.00028862640747)"
63719076,01/10/2025 07:57:47 AM,01/11/2025 07:58:11 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,102 MAC DOUGAL STREET,MAC DOUGAL STREET,BLEECKER STREET,MINETTA LANE,BLEECKER STREET,MINETTA LANE,ADDRESS,NEW YORK,MAC DOUGAL STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/11/2025 07:58:11 AM,02 MANHATTAN,1005400043,MANHATTAN,983964,204994,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.729337855378795,-74.00103189937474,"(40.729337855378795, -74.00103189937474)"
63708884,01/10/2025 07:56:26 AM,01/11/2025 07:58:42 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,99 MAC DOUGAL STREET,MAC DOUGAL STREET,BLEECKER STREET,MINETTA LANE,BLEECKER STREET,MINETTA LANE,ADDRESS,NEW YORK,MAC DOUGAL STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/11/2025 07:58:42 AM,02 MANHATTAN,1005420051,MANHATTAN,983995,205054,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72950254166327,-74.00092005241557,"(40.72950254166327, -74.00092005241557)"
63713116,01/10/2025 07:51:49 AM,01/11/2025 07:59:17 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,125 MAC DOUGAL STREET,MAC DOUGAL STREET,WEST    3 STREET,WASHINGTON SQUARE SOUTH,WEST    3 STREET,WASHINGTON SQUARE SOUTH,ADDRESS,NEW YORK,MAC DOUGAL STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/11/2025 07:59:17 AM,02 MANHATTAN,1005430060,MANHATTAN,984222,205407,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73047144394879,-74.00010102683218,"(40.73047144394879, -74.00010102683218)"
63719077,01/10/2025 07:47:23 AM,01/11/2025 07:59:49 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,86 WEST    3 STREET,WEST    3 STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,WEST    3 STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/11/2025 07:59:49 AM,02 MANHATTAN,1005390017,MANHATTAN,984538,205181,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72985112460027,-73.99896087654206,"(40.72985112460027, -73.99896087654206)"
63708916,01/10/2025 07:45:29 AM,01/13/2025 07:23:19 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,543 LA GUARDIA PLACE,LA GUARDIA PLACE,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,ADDRESS,NEW YORK,LA GUARDIA PLACE,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,01/10/2025 07:45:34 AM,02 MANHATTAN,1005330010,MANHATTAN,984709,204785,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.728764194142315,-73.99834392400119,"(40.728764194142315, -73.99834392400119)"
63721152,01/10/2025 07:40:21 AM,01/10/2025 11:21:55 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,259 ELIZABETH STREET,ELIZABETH STREET,PRINCE STREET,EAST HOUSTON STREET,PRINCE STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,ELIZABETH STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,01/10/2025 11:21:55 AM,02 MANHATTAN,1005087501,MANHATTAN,985972,202920,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72364506698956,-73.9937874862329,"(40.72364506698956, -73.9937874862329)"
